0 1.0 1.1 1.1 20000 1.1 1.1 16 0
1 1.0 1.1 1.1 20000 1.1 1.1 17 0
2 1.0 1.1 1.1 20000 1.1 1.1 18 0
3 1.0 1.1 1.1 20000 1.1 1.1 19 0
4 1.0 1.1 1.1 20000 1.1 1.1 20 0
5 1.0 1.1 1.1 20000 1.1 1.1 21 0
6 1.0 1.1 1.1 20000 1.1 1.1 22 0
7 1.0 1.1 1.1 20000 1.1 1.1 23 0
8 1.0 1.1 1.1 20000 1.1 1.1 24 0
9 1.0 1.1 1.1 20000 1.1 1.1 25 0
10 1.0 1.1 1.1 20000 1.1 1.1 26 0
11 1.0 1.1 1.1 20000 1.1 1.1 27 0
12 1.0 1.1 1.1 20000 1.1 1.1 28 0
13 1.0 1.1 1.1 20000 1.1 1.1 29 0
14 1.0 1.1 1.1 20000 1.1 1.1 30 0
15 1.0 1.1 1.1 20000 1.1 1.1 31 0
16 1.0 1.1 1.1 20000 1.1 1.1 16 1
17 1.0 1.1 1.1 20000 1.1 1.1 17 1
18 1.0 1.1 1.1 20000 1.1 1.1 18 1
19 1.0 1.1 1.1 20000 1.1 1.1 19 1
20 1.0 1.1 1.1 20000 1.1 1.1 20 1
21 1.0 1.1 1.1 20000 1.1 1.1 21 1
22 1.0 1.1 1.1 20000 1.1 1.1 22 1
23 1.0 1.1 1.1 20000 1.1 1.1 23 1
24 1.0 1.1 1.1 20000 1.1 1.1 24 1
25 1.0 1.1 1.1 20000 1.1 1.1 25 1
26 1.0 1.1 1.1 20000 1.1 1.1 26 1
27 1.0 1.1 1.1 20000 1.1 1.1 27 1
28 1.0 1.1 1.1 20000 1.1 1.1 28 1
29 1.0 1.1 1.1 20000 1.1 1.1 29 1
30 1.0 1.1 1.1 20000 1.1 1.1 30 1
31 1.0 1.1 1.1 20000 1.1 1.1 31 1
32 1.0 1.1 1.1 20000 1.1 1.1 16 2
33 1.0 1.1 1.1 20000 1.1 1.1 17 2
34 1.0 1.1 1.1 20000 1.1 1.1 18 2
35 1.0 1.1 1.1 20000 1.1 1.1 19 2
36 1.0 1.1 1.1 20000 1.1 1.1 20 2
37 1.0 1.1 1.1 20000 1.1 1.1 21 2
38 1.0 1.1 1.1 20000 1.1 1.1 22 2
39 1.0 1.1 1.1 20000 1.1 1.1 23 2
40 1.0 1.1 1.1 20000 1.1 1.1 24 2
41 1.0 1.1 1.1 20000 1.1 1.1 25 2
42 1.0 1.1 1.1 20000 1.1 1.1 26 2
43 1.0 1.1 1.1 20000 1.1 1.1 27 2
44 1.0 1.1 1.1 20000 1.1 1.1 28 2
45 1.0 1.1 1.1 20000 1.1 1.1 29 2
46 1.0 1.1 1.1 20000 1.1 1.1 30 2
47 1.0 1.1 1.1 20000 1.1 1.1 31 2
48 1.0 1.1 1.1 20000 1.1 1.1 16 3
49 1.0 1.1 1.1 20000 1.1 1.1 17 3
50 1.0 1.1 1.1 20000 1.1 1.1 18 3
51 1.0 1.1 1.1 20000 1.1 1.1 19 3
52 1.0 1.1 1.1 20000 1.1 1.1 20 3
53 1.0 1.1 1.1 20000 1.1 1.1 21 3
54 1.0 1.1 1.1 20000 1.1 1.1 22 3
55 1.0 1.1 1.1 20000 1.1 1.1 23 3
56 1.0 1.1 1.1 20000 1.1 1.1 24 3
